seed,episode,split,method,true_mass,true_friction,distance_gain,angle_bias,initial_distance,chosen_action,success,final_distance,violation,energy,oracle_energy,energy_regret,ablation
0,8,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.4236,8,0.0000,0.0808,0.0000,0.0946,0.0946,0.0000,False
0,9,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.4158,11,0.0000,0.1825,1.0000,0.5000,0.0659,0.4341,False
0,9,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,9,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,9,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,9,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,9,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,9,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.4158,4,1.0000,0.0523,0.0000,0.0659,0.0659,0.0000,False
0,10,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3360,6,0.0000,0.1371,1.0000,0.4488,0.1260,0.3228,False
0,10,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,10,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,10,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,10,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,10,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,10,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3360,2,0.0000,0.1143,0.0000,0.1260,0.1260,0.0000,False
0,11,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3884,1,0.0000,0.4345,1.0000,0.7510,0.1713,0.5797,False
0,11,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3884,8,0.0000,0.1583,0.0000,0.1713,0.1713,0.0000,False
0,11,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3884,10,0.0000,0.2546,0.0000,0.2676,0.1713,0.0963,False
0,11,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3884,8,0.0000,0.1583,0.0000,0.1713,0.1713,0.0000,False
0,11,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3884,8,0.0000,0.1583,0.0000,0.1713,0.1713,0.0000,False
0,11,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3884,8,0.0000,0.1583,0.0000,0.1713,0.1713,0.0000,False
0,11,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3884,8,0.0000,0.1583,0.0000,0.1713,0.1713,0.0000,False
0,12,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3228,11,0.0000,0.3780,1.0000,0.6924,0.0442,0.6482,False
0,12,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,12,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,12,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,12,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,12,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,12,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3228,4,1.0000,0.0328,0.0000,0.0442,0.0442,0.0000,False
0,13,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.4255,9,0.0000,0.3583,0.0000,0.3761,0.1523,0.2238,False
0,13,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,13,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,13,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,13,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,13,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,13,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.4255,8,0.0000,0.1384,0.0000,0.1523,0.1523,0.0000,False
0,14,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3873,11,0.0000,0.3842,0.0000,0.4007,0.0927,0.3080,False
0,14,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3873,6,0.0000,0.0797,0.0000,0.0927,0.0927,0.0000,False
0,14,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3873,8,0.0000,0.1454,0.0000,0.1584,0.0927,0.0657,False
0,14,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3873,6,0.0000,0.0797,0.0000,0.0927,0.0927,0.0000,False
0,14,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3873,6,0.0000,0.0797,0.0000,0.0927,0.0927,0.0000,False
0,14,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3873,6,0.0000,0.0797,0.0000,0.0927,0.0927,0.0000,False
0,14,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3873,6,0.0000,0.0797,0.0000,0.0927,0.0927,0.0000,False
0,15,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.2904,0,0.0000,0.1875,0.0000,0.1981,0.1355,0.0627,False
0,15,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,15,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,15,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,15,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,15,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,15,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.2904,2,0.0000,0.1248,0.0000,0.1355,0.1355,0.0000,False
0,16,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3970,11,0.0000,0.3037,1.0000,0.6206,0.1209,0.4997,False
0,16,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3970,4,0.0000,0.1490,0.0000,0.1622,0.1209,0.0413,False
0,16,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3970,4,0.0000,0.1490,0.0000,0.1622,0.1209,0.0413,False
0,16,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3970,4,0.0000,0.1490,0.0000,0.1622,0.1209,0.0413,False
0,16,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3970,4,0.0000,0.1490,0.0000,0.1622,0.1209,0.0413,False
0,16,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3970,4,0.0000,0.1490,0.0000,0.1622,0.1209,0.0413,False
0,16,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3970,6,0.0000,0.1077,0.0000,0.1209,0.1209,0.0000,False
0,17,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3238,9,0.0000,0.2142,0.0000,0.2287,0.1466,0.0821,False
0,17,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3238,6,0.0000,0.0810,1.0000,0.3925,0.1466,0.2459,False
0,17,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3238,8,0.0000,0.1351,0.0000,0.1466,0.1466,0.0000,False
0,17,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3238,6,0.0000,0.0810,1.0000,0.3925,0.1466,0.2459,False
0,17,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3238,6,0.0000,0.0810,1.0000,0.3925,0.1466,0.2459,False
0,17,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3238,6,0.0000,0.0810,1.0000,0.3925,0.1466,0.2459,False
0,17,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3238,8,0.0000,0.1351,0.0000,0.1466,0.1466,0.0000,False
0,18,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3345,5,0.0000,0.1851,1.0000,0.4999,0.1001,0.3998,False
0,18,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3345,6,0.0000,0.0884,0.0000,0.1001,0.1001,0.0000,False
0,18,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3345,6,0.0000,0.0884,0.0000,0.1001,0.1001,0.0000,False
0,18,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3345,2,0.0000,0.0502,1.0000,0.3619,0.1001,0.2618,False
0,18,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3345,6,0.0000,0.0884,0.0000,0.1001,0.1001,0.0000,False
0,18,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3345,6,0.0000,0.0884,0.0000,0.1001,0.1001,0.0000,False
0,18,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3345,6,0.0000,0.0884,0.0000,0.1001,0.1001,0.0000,False
0,19,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3714,2,0.0000,0.1657,1.0000,0.4783,0.1161,0.3621,False
0,19,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3714,8,0.0000,0.0325,1.0000,0.3451,0.1161,0.2290,False
0,19,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3714,8,0.0000,0.0325,1.0000,0.3451,0.1161,0.2290,False
0,19,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3714,8,0.0000,0.0325,1.0000,0.3451,0.1161,0.2290,False
0,19,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3714,8,0.0000,0.0325,1.0000,0.3451,0.1161,0.2290,False
0,19,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3714,8,0.0000,0.0325,1.0000,0.3451,0.1161,0.2290,False
0,19,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3714,10,0.0000,0.1035,0.0000,0.1161,0.1161,0.0000,False
0,20,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,20,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.4133,4,1.0000,0.0419,0.0000,0.0555,0.0555,0.0000,False
0,21,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3256,7,0.0000,0.2231,0.0000,0.2376,0.0564,0.1812,False
0,21,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3256,4,1.0000,0.0449,0.0000,0.0564,0.0564,0.0000,False
0,21,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3256,6,0.0000,0.0763,0.0000,0.0878,0.0564,0.0314,False
0,21,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3256,4,1.0000,0.0449,0.0000,0.0564,0.0564,0.0000,False
0,21,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3256,4,1.0000,0.0449,0.0000,0.0564,0.0564,0.0000,False
0,21,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3256,4,1.0000,0.0449,0.0000,0.0564,0.0564,0.0000,False
0,21,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3256,4,1.0000,0.0449,0.0000,0.0564,0.0564,0.0000,False
0,22,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.3578,11,0.0000,0.2746,0.0000,0.2902,0.1539,0.1362,False
0,22,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.3578,10,0.0000,0.1769,0.0000,0.1891,0.1539,0.0352,False
0,22,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.3578,10,0.0000,0.1769,0.0000,0.1891,0.1539,0.0352,False
0,22,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3578,10,0.0000,0.1769,0.0000,0.1891,0.1539,0.0352,False
0,22,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.3578,10,0.0000,0.1769,0.0000,0.1891,0.1539,0.0352,False
0,22,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.3578,12,0.0000,0.2179,0.0000,0.2301,0.1539,0.0762,False
0,22,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.3578,8,0.0000,0.1417,0.0000,0.1539,0.1539,0.0000,False
0,23,nominal,random_candidate,0.1151,0.7552,1.0174,0.0052,0.2720,12,0.0000,0.1806,1.0000,0.4908,0.1331,0.3577,False
0,23,nominal,nominal_mpc,0.1151,0.7552,1.0174,0.0052,0.2720,2,0.0000,0.1789,0.0000,0.1891,0.1331,0.0559,False
0,23,nominal,robust_worst_case_mpc,0.1151,0.7552,1.0174,0.0052,0.2720,2,0.0000,0.1789,0.0000,0.1891,0.1331,0.0559,False
0,23,nominal,last_repair_memory,0.1151,0.7552,1.0174,0.0052,0.2720,2,0.0000,0.1789,0.0000,0.1891,0.1331,0.0559,False
0,23,nominal,global_average_repair,0.1151,0.7552,1.0174,0.0052,0.2720,2,0.0000,0.1789,0.0000,0.1891,0.1331,0.0559,False
0,23,nominal,embodied_repair_memory,0.1151,0.7552,1.0174,0.0052,0.2720,2,0.0000,0.1789,0.0000,0.1891,0.1331,0.0559,False
0,23,nominal,oracle_hidden_deployment,0.1151,0.7552,1.0174,0.0052,0.2720,4,0.0000,0.1229,0.0000,0.1331,0.1331,0.0000,False
1,0,nominal,random_candidate,0.1492,0.6936,0.9503,-0.0161,0.3102,0,0.0000,0.3090,0.0000,0.3196,0.0422,0.2774,False
1,0,nominal,nominal_mpc,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,0,nominal,robust_worst_case_mpc,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,0,nominal,last_repair_memory,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,0,nominal,global_average_repair,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,0,nominal,embodied_repair_memory,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,0,nominal,oracle_hidden_deployment,0.1492,0.6936,0.9503,-0.0161,0.3102,4,1.0000,0.0316,0.0000,0.0422,0.0422,0.0000,False
1,1,nominal,random_candidate,0.1492,0.6936,0.9503,-0.0161,0.3919,0,0.0000,0.3710,0.0000,0.3835,0.0447,0.3388,False
1,1,nominal,nominal_mpc,0.1492,0.6936,0.9503,-0.0161,0.3919,2,0.0000,0.0952,0.0000,0.1077,0.0447,0.0630,False
1,1,nominal,robust_worst_case_mpc,0.1492,0.6936,0.9503,-0.0161,0.3919,2,0.0000,0.0952,0.0000,0.1077,0.0447,0.0630,False
1,1,nominal,last_repair_memory,0.1492,0.6936,0.9503,-0.0161,0.3919,2,0.0000,0.0952,0.0000,0.1077,0.0447,0.0630,False
1,1,nominal,global_average_repair,0.1492,0.6936,0.9503,-0.0161,0.3919,2,0.0000,0.0952,0.0000,0.1077,0.0447,0.0630,False
1,1,nominal,embodied_repair_memory,0.1492,0.6936,0.9503,-0.0161,0.3919,2,0.0000,0.0952,0.0000,0.1077,0.0447,0.0630,False
1,1,nominal,oracle_hidden_deployment,0.1492,0.6936,0.9503,-0.0161,0.3919,4,1.0000,0.0322,0.0000,0.0447,0.0447,0.0000,False
