seed,episode,split,method,true_mass,true_friction,distance_gain,angle_bias,initial_distance,chosen_action,success,final_distance,violation,energy,oracle_energy,energy_regret,ablation
4,5,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3073,8,0.0000,0.0893,0.0000,0.0997,0.0997,0.0000,False
4,5,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3073,8,0.0000,0.0893,0.0000,0.0997,0.0997,0.0000,False
4,6,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.4175,12,0.0000,0.3155,0.0000,0.3284,0.2665,0.0618,False
4,6,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.4175,8,0.0000,0.1447,1.0000,0.4575,0.2665,0.1910,False
4,6,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.4175,10,0.0000,0.2537,0.0000,0.2665,0.2665,0.0000,False
4,6,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.4175,8,0.0000,0.1447,1.0000,0.4575,0.2665,0.1910,False
4,6,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.4175,8,0.0000,0.1447,1.0000,0.4575,0.2665,0.1910,False
4,6,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.4175,8,0.0000,0.1447,1.0000,0.4575,0.2665,0.1910,False
4,6,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.4175,10,0.0000,0.2537,0.0000,0.2665,0.2665,0.0000,False
4,7,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3760,7,0.0000,0.2886,0.0000,0.3037,0.1250,0.1787,False
4,7,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,7,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,7,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,7,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,7,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,7,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3760,6,0.0000,0.1131,0.0000,0.1250,0.1250,0.0000,False
4,8,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3367,13,0.0000,0.1449,1.0000,0.4588,0.3192,0.1396,False
4,8,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3367,2,0.0000,0.1659,1.0000,0.4770,0.3192,0.1578,False
4,8,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3367,2,0.0000,0.1659,1.0000,0.4770,0.3192,0.1578,False
4,8,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3367,0,0.0000,0.3081,0.0000,0.3192,0.3192,0.0000,False
4,8,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3367,2,0.0000,0.1659,1.0000,0.4770,0.3192,0.1578,False
4,8,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3367,2,0.0000,0.1659,1.0000,0.4770,0.3192,0.1578,False
4,8,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3367,0,0.0000,0.3081,0.0000,0.3192,0.3192,0.0000,False
4,9,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.2983,5,0.0000,0.0914,1.0000,0.4041,0.2085,0.1956,False
4,9,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,9,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,9,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,9,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,9,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,9,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.2983,10,0.0000,0.1983,0.0000,0.2085,0.2085,0.0000,False
4,10,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3887,7,0.0000,0.2964,0.0000,0.3119,0.1308,0.1811,False
4,10,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3887,4,0.0000,0.1359,1.0000,0.4481,0.1308,0.3173,False
4,10,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3887,6,0.0000,0.1186,0.0000,0.1308,0.1308,0.0000,False
4,10,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3887,4,0.0000,0.1359,1.0000,0.4481,0.1308,0.3173,False
4,10,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3887,4,0.0000,0.1359,1.0000,0.4481,0.1308,0.3173,False
4,10,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3887,4,0.0000,0.1359,1.0000,0.4481,0.1308,0.3173,False
4,10,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3887,6,0.0000,0.1186,0.0000,0.1308,0.1308,0.0000,False
4,11,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3134,2,0.0000,0.1927,0.0000,0.2033,0.2033,0.0000,False
4,11,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3134,2,0.0000,0.1927,0.0000,0.2033,0.2033,0.0000,False
4,11,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3134,2,0.0000,0.1927,0.0000,0.2033,0.2033,0.0000,False
4,11,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3134,13,0.0000,0.2084,1.0000,0.5216,0.2033,0.3183,False
4,11,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3134,4,0.0000,0.2627,1.0000,0.5733,0.2033,0.3700,False
4,11,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3134,2,0.0000,0.1927,0.0000,0.2033,0.2033,0.0000,False
4,11,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3134,2,0.0000,0.1927,0.0000,0.2033,0.2033,0.0000,False
4,12,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.2779,1,0.0000,0.3661,0.0000,0.3782,0.1210,0.2572,False
4,12,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.2779,8,0.0000,0.0954,1.0000,0.4052,0.1210,0.2842,False
4,12,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.2779,8,0.0000,0.0954,1.0000,0.4052,0.1210,0.2842,False
4,12,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2779,8,0.0000,0.0954,1.0000,0.4052,0.1210,0.2842,False
4,12,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.2779,8,0.0000,0.0954,1.0000,0.4052,0.1210,0.2842,False
4,12,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2779,8,0.0000,0.0954,1.0000,0.4052,0.1210,0.2842,False
4,12,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.2779,4,0.0000,0.1112,0.0000,0.1210,0.1210,0.0000,False
4,13,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3221,2,0.0000,0.2423,0.0000,0.2530,0.2530,0.0000,False
4,13,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3221,4,0.0000,0.1512,1.0000,0.4619,0.2530,0.2089,False
4,13,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3221,4,0.0000,0.1512,1.0000,0.4619,0.2530,0.2089,False
4,13,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3221,8,0.0000,0.1289,1.0000,0.4397,0.2530,0.1866,False
4,13,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3221,4,0.0000,0.1512,1.0000,0.4619,0.2530,0.2089,False
4,13,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3221,4,0.0000,0.1512,1.0000,0.4619,0.2530,0.2089,False
4,13,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3221,2,0.0000,0.2423,0.0000,0.2530,0.2530,0.0000,False
4,14,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3324,11,0.0000,0.2788,1.0000,0.5925,0.3059,0.2866,False
4,14,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3324,2,0.0000,0.2520,1.0000,0.5630,0.3059,0.2570,False
4,14,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3324,2,0.0000,0.2520,1.0000,0.5630,0.3059,0.2570,False
4,14,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3324,2,0.0000,0.2520,1.0000,0.5630,0.3059,0.2570,False
4,14,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3324,2,0.0000,0.2520,1.0000,0.5630,0.3059,0.2570,False
4,14,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3324,2,0.0000,0.2520,1.0000,0.5630,0.3059,0.2570,False
4,14,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3324,0,0.0000,0.2950,0.0000,0.3059,0.3059,0.0000,False
4,15,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3502,4,0.0000,0.1174,1.0000,0.4287,0.1549,0.2738,False
4,15,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3502,8,0.0000,0.1435,0.0000,0.1549,0.1549,0.0000,False
4,15,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3502,8,0.0000,0.1435,0.0000,0.1549,0.1549,0.0000,False
4,15,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3502,6,0.0000,0.1314,1.0000,0.4428,0.1549,0.2879,False
4,15,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3502,8,0.0000,0.1435,0.0000,0.1549,0.1549,0.0000,False
4,15,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3502,10,0.0000,0.2267,0.0000,0.2381,0.1549,0.0832,False
4,15,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3502,8,0.0000,0.1435,0.0000,0.1549,0.1549,0.0000,False
4,16,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.2915,4,0.0000,0.1173,1.0000,0.4273,0.1657,0.2616,False
4,16,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.2915,6,0.0000,0.2029,1.0000,0.5130,0.1657,0.3473,False
4,16,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.2915,6,0.0000,0.2029,1.0000,0.5130,0.1657,0.3473,False
4,16,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2915,6,0.0000,0.2029,1.0000,0.5130,0.1657,0.3473,False
4,16,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.2915,2,0.0000,0.1556,0.0000,0.1657,0.1657,0.0000,False
4,16,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2915,4,0.0000,0.1173,1.0000,0.4273,0.1657,0.2616,False
4,16,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.2915,2,0.0000,0.1556,0.0000,0.1657,0.1657,0.0000,False
4,17,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3744,1,0.0000,0.1833,1.0000,0.4984,0.1216,0.3768,False
4,17,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3744,8,0.0000,0.1260,0.0000,0.1378,0.1216,0.0163,False
4,17,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3744,8,0.0000,0.1260,0.0000,0.1378,0.1216,0.0163,False
4,17,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3744,0,0.0000,0.3252,1.0000,0.6371,0.1216,0.5156,False
4,17,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3744,8,0.0000,0.1260,0.0000,0.1378,0.1216,0.0163,False
4,17,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3744,8,0.0000,0.1260,0.0000,0.1378,0.1216,0.0163,False
4,17,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3744,6,0.0000,0.1097,0.0000,0.1216,0.1216,0.0000,False
4,18,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3913,6,0.0000,0.3019,1.0000,0.6141,0.3537,0.2604,False
4,18,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3913,4,0.0000,0.2528,1.0000,0.5650,0.3537,0.2113,False
4,18,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3913,2,0.0000,0.2464,1.0000,0.5586,0.3537,0.2049,False
4,18,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3913,4,0.0000,0.2528,1.0000,0.5650,0.3537,0.2113,False
4,18,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3913,4,0.0000,0.2528,1.0000,0.5650,0.3537,0.2113,False
4,18,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3913,4,0.0000,0.2528,1.0000,0.5650,0.3537,0.2113,False
4,18,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3913,0,0.0000,0.3415,0.0000,0.3537,0.3537,0.0000,False
4,19,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3690,6,0.0000,0.1065,1.0000,0.4183,0.1666,0.2517,False
4,19,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3690,4,0.0000,0.1548,0.0000,0.1666,0.1666,0.0000,False
4,19,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3690,4,0.0000,0.1548,0.0000,0.1666,0.1666,0.0000,False
4,19,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3690,8,0.0000,0.2569,1.0000,0.5687,0.1666,0.4021,False
4,19,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3690,4,0.0000,0.1548,0.0000,0.1666,0.1666,0.0000,False
4,19,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3690,4,0.0000,0.1548,0.0000,0.1666,0.1666,0.0000,False
4,19,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3690,4,0.0000,0.1548,0.0000,0.1666,0.1666,0.0000,False
4,20,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.3343,0,0.0000,0.2986,0.0000,0.3096,0.2666,0.0430,False
4,20,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.3343,4,0.0000,0.2696,1.0000,0.5806,0.2666,0.3140,False
4,20,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.3343,2,0.0000,0.2556,0.0000,0.2666,0.2666,0.0000,False
4,20,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3343,2,0.0000,0.2556,0.0000,0.2666,0.2666,0.0000,False
4,20,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.3343,4,0.0000,0.2696,1.0000,0.5806,0.2666,0.3140,False
4,20,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.3343,4,0.0000,0.2696,1.0000,0.5806,0.2666,0.3140,False
4,20,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.3343,2,0.0000,0.2556,0.0000,0.2666,0.2666,0.0000,False
4,21,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.2759,11,0.0000,0.4166,1.0000,0.7287,0.3028,0.4259,False
4,21,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.2759,2,0.0000,0.1635,1.0000,0.4733,0.3028,0.1705,False
4,21,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.2759,2,0.0000,0.1635,1.0000,0.4733,0.3028,0.1705,False
4,21,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2759,2,0.0000,0.1635,1.0000,0.4733,0.3028,0.1705,False
4,21,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.2759,2,0.0000,0.1635,1.0000,0.4733,0.3028,0.1705,False
4,21,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2759,2,0.0000,0.1635,1.0000,0.4733,0.3028,0.1705,False
4,21,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.2759,0,0.0000,0.2930,0.0000,0.3028,0.3028,0.0000,False
4,22,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.4109,3,0.0000,0.4134,0.0000,0.4295,0.1548,0.2747,False
4,22,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,22,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,22,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,22,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,22,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,22,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.4109,4,0.0000,0.1421,0.0000,0.1548,0.1548,0.0000,False
4,23,low_friction_shift,random_candidate,0.1565,0.1952,0.9289,0.0442,0.2856,5,0.0000,0.1422,1.0000,0.4546,0.1945,0.2600,False
4,23,low_friction_shift,nominal_mpc,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
4,23,low_friction_shift,robust_worst_case_mpc,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
4,23,low_friction_shift,last_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
4,23,low_friction_shift,global_average_repair,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
4,23,low_friction_shift,embodied_repair_memory,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
4,23,low_friction_shift,oracle_hidden_deployment,0.1565,0.1952,0.9289,0.0442,0.2856,10,0.0000,0.1845,0.0000,0.1945,0.1945,0.0000,False
0,0,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.3823,7,0.0000,0.2100,1.0000,0.5253,0.2173,0.3080,False
0,0,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.3823,2,0.0000,0.0780,1.0000,0.3901,0.2173,0.1728,False
0,0,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.3823,2,0.0000,0.0780,1.0000,0.3901,0.2173,0.1728,False
0,0,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3823,2,0.0000,0.0780,1.0000,0.3901,0.2173,0.1728,False
0,0,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.3823,2,0.0000,0.0780,1.0000,0.3901,0.2173,0.1728,False
0,0,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3823,2,0.0000,0.0780,1.0000,0.3901,0.2173,0.1728,False
0,0,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.3823,0,0.0000,0.2052,0.0000,0.2173,0.2173,0.0000,False
0,1,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.4144,0,0.0000,0.2789,0.0000,0.2917,0.0634,0.2283,False
0,1,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.4144,4,0.0000,0.0054,1.0000,0.3182,0.0634,0.2548,False
0,1,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.4144,4,0.0000,0.0054,1.0000,0.3182,0.0634,0.2548,False
0,1,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.4144,4,0.0000,0.0054,1.0000,0.3182,0.0634,0.2548,False
0,1,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.4144,4,0.0000,0.0054,1.0000,0.3182,0.0634,0.2548,False
0,1,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.4144,4,0.0000,0.0054,1.0000,0.3182,0.0634,0.2548,False
0,1,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.4144,2,1.0000,0.0506,0.0000,0.0634,0.0634,0.0000,False
0,2,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.3110,8,0.0000,0.1118,1.0000,0.4223,0.0679,0.3544,False
0,2,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.3110,4,0.0000,0.0655,1.0000,0.3760,0.0679,0.3081,False
0,2,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.3110,4,0.0000,0.0655,1.0000,0.3760,0.0679,0.3081,False
0,2,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3110,6,0.0000,0.0683,1.0000,0.3789,0.0679,0.3109,False
0,2,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.3110,6,0.0000,0.0683,1.0000,0.3789,0.0679,0.3109,False
0,2,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3110,4,0.0000,0.0655,1.0000,0.3760,0.0679,0.3081,False
0,2,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.3110,2,1.0000,0.0574,0.0000,0.0679,0.0679,0.0000,False
0,3,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.4148,3,0.0000,0.2432,0.0000,0.2595,0.1136,0.1460,False
0,3,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.4148,4,0.0000,0.1354,1.0000,0.4482,0.1136,0.3346,False
0,3,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.4148,4,0.0000,0.1354,1.0000,0.4482,0.1136,0.3346,False
0,3,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.4148,4,0.0000,0.1354,1.0000,0.4482,0.1136,0.3346,False
0,3,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.4148,4,0.0000,0.1354,1.0000,0.4482,0.1136,0.3346,False
0,3,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.4148,4,0.0000,0.1354,1.0000,0.4482,0.1136,0.3346,False
0,3,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.4148,2,0.0000,0.1008,0.0000,0.1136,0.1136,0.0000,False
0,4,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.3062,0,0.0000,0.2112,1.0000,0.5217,0.1209,0.4007,False
0,4,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.3062,10,0.0000,0.1948,0.0000,0.2052,0.1209,0.0843,False
0,4,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.3062,10,0.0000,0.1948,0.0000,0.2052,0.1209,0.0843,False
0,4,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3062,5,0.0000,0.2623,1.0000,0.5753,0.1209,0.4544,False
0,4,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.3062,5,0.0000,0.2623,1.0000,0.5753,0.1209,0.4544,False
0,4,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3062,10,0.0000,0.1948,0.0000,0.2052,0.1209,0.0843,False
0,4,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.3062,8,0.0000,0.1105,0.0000,0.1209,0.1209,0.0000,False
0,5,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.3271,8,0.0000,0.1912,1.0000,0.5021,0.2172,0.2849,False
0,5,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.3271,2,0.0000,0.1003,1.0000,0.4112,0.2172,0.1939,False
0,5,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.3271,2,0.0000,0.1003,1.0000,0.4112,0.2172,0.1939,False
0,5,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3271,2,0.0000,0.1003,1.0000,0.4112,0.2172,0.1939,False
0,5,high_friction_shift,global_average_repair,0.1549,1.2997,0.9323,0.0722,0.3271,2,0.0000,0.1003,1.0000,0.4112,0.2172,0.1939,False
0,5,high_friction_shift,embodied_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3271,2,0.0000,0.1003,1.0000,0.4112,0.2172,0.1939,False
0,5,high_friction_shift,oracle_hidden_deployment,0.1549,1.2997,0.9323,0.0722,0.3271,1,0.0000,0.2036,0.0000,0.2172,0.2172,0.0000,False
0,6,high_friction_shift,random_candidate,0.1549,1.2997,0.9323,0.0722,0.3158,7,0.0000,0.1636,1.0000,0.4768,0.1836,0.2932,False
0,6,high_friction_shift,nominal_mpc,0.1549,1.2997,0.9323,0.0722,0.3158,0,0.0000,0.1730,0.0000,0.1836,0.1836,0.0000,False
0,6,high_friction_shift,robust_worst_case_mpc,0.1549,1.2997,0.9323,0.0722,0.3158,0,0.0000,0.1730,0.0000,0.1836,0.1836,0.0000,False
0,6,high_friction_shift,last_repair_memory,0.1549,1.2997,0.9323,0.0722,0.3158,4,0.0000,0.0706,1.0000,0.3813,0.1836,0.1976,False
