split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,violation_rate,violation_ci95,energy_regret_mean,energy_regret_ci95,decision_trust_mean,decision_uncertainty_mean,shield_activation_rate,repair_prediction_error_mean
high_friction_shift,random_candidate,1,32,0.000000,0.000000,0.263819,0.031290,0.625000,0.170424,0.366458,0.055950,0.000000,0.000000,0.000000,0.079354
high_friction_shift,random_candidate,2,32,0.031250,0.061250,0.270468,0.047752,0.343750,0.167198,0.289393,0.068990,0.000000,0.000000,0.000000,0.145233
high_friction_shift,random_candidate,3,32,0.062500,0.085212,0.237715,0.037483,0.437500,0.174633,0.292492,0.074112,0.000000,0.000000,0.000000,0.139219
high_friction_shift,random_candidate,4,32,0.000000,0.000000,0.236057,0.030774,0.500000,0.176013,0.308428,0.050078,0.000000,0.000000,0.000000,0.106024
high_friction_shift,random_candidate,5,32,0.000000,0.000000,0.233487,0.033834,0.593750,0.172892,0.343770,0.055494,0.000000,0.000000,0.000000,0.137329
high_friction_shift,random_candidate,6,32,0.000000,0.000000,0.290674,0.040672,0.437500,0.174633,0.329128,0.068683,0.000000,0.000000,0.000000,0.130735
high_friction_shift,random_candidate,7,32,0.000000,0.000000,0.254304,0.042290,0.625000,0.170424,0.364692,0.056713,0.000000,0.000000,0.000000,0.143832
high_friction_shift,robust_worst_case_mpc,0,32,0.031250,0.061250,0.208908,0.018794,0.375000,0.170424,0.234724,0.052127,0.000000,0.000000,0.000000,0.146006
high_friction_shift,robust_worst_case_mpc,1,32,0.000000,0.000000,0.168673,0.017164,0.218750,0.145527,0.148796,0.041449,0.000000,0.000000,0.000000,0.098113
high_friction_shift,robust_worst_case_mpc,2,32,0.093750,0.102609,0.186334,0.025397,0.156250,0.127818,0.147248,0.041998,0.000000,0.000000,0.000000,0.132227
high_friction_shift,robust_worst_case_mpc,3,32,0.156250,0.127818,0.156641,0.027183,0.125000,0.116422,0.116604,0.041124,0.000000,0.000000,0.000000,0.101746
high_friction_shift,robust_worst_case_mpc,4,32,0.062500,0.085212,0.172138,0.019684,0.093750,0.102609,0.121066,0.034742,0.000000,0.000000,0.000000,0.083775
high_friction_shift,robust_worst_case_mpc,5,32,0.156250,0.127818,0.153585,0.023512,0.093750,0.102609,0.111967,0.032586,0.000000,0.000000,0.000000,0.102581
high_friction_shift,robust_worst_case_mpc,6,32,0.125000,0.116422,0.152924,0.023648,0.156250,0.127818,0.104575,0.042432,0.000000,0.000000,0.000000,0.123797
high_friction_shift,robust_worst_case_mpc,7,32,0.000000,0.000000,0.166562,0.020986,0.406250,0.172892,0.210378,0.046784,0.000000,0.000000,0.000000,0.123130
light_object_shift,corm_no_safety,0,32,0.031250,0.061250,0.155702,0.018161,0.468750,0.175669,0.195617,0.044244,0.424921,0.158948,0.000000,0.111049
light_object_shift,corm_no_safety,1,32,0.437500,0.174633,0.116676,0.024260,0.031250,0.061250,0.061003,0.028835,0.470803,0.132528,0.000000,0.090283
light_object_shift,corm_no_safety,2,32,0.093750,0.102609,0.128167,0.022346,0.375000,0.170424,0.165640,0.044470,0.408267,0.136603,0.000000,0.092148
light_object_shift,corm_no_safety,3,32,0.125000,0.116422,0.139285,0.031123,0.406250,0.172892,0.181084,0.049196,0.440018,0.148045,0.000000,0.088809
light_object_shift,corm_no_safety,4,32,0.000000,0.000000,0.153842,0.022707,0.468750,0.175669,0.189326,0.048111,0.434516,0.150969,0.000000,0.105456
light_object_shift,corm_no_safety,5,32,0.125000,0.116422,0.131690,0.018010,0.062500,0.085212,0.071719,0.024829,0.491205,0.120190,0.000000,0.081714
light_object_shift,corm_no_safety,6,32,0.187500,0.137400,0.125108,0.022109,0.343750,0.167198,0.150973,0.042437,0.447789,0.145746,0.000000,0.083540
light_object_shift,corm_no_safety,7,32,0.062500,0.085212,0.146784,0.017424,0.156250,0.127818,0.105113,0.033910,0.478278,0.125470,0.000000,0.094693
light_object_shift,corm_no_uncertainty,0,32,0.187500,0.137400,0.175047,0.037586,0.250000,0.152432,0.148036,0.048847,0.787656,0.142998,0.062500,0.086748
light_object_shift,corm_no_uncertainty,1,32,0.437500,0.174633,0.101437,0.023105,0.031250,0.061250,0.044938,0.023453,0.787656,0.129814,0.000000,0.062554
light_object_shift,corm_no_uncertainty,2,32,0.187500,0.137400,0.104463,0.024766,0.343750,0.167198,0.131513,0.046183,0.787656,0.137107,0.031250,0.074987
light_object_shift,corm_no_uncertainty,3,32,0.156250,0.127818,0.137769,0.026209,0.312500,0.163169,0.152887,0.052547,0.787656,0.136069,0.125000,0.067215
light_object_shift,corm_no_uncertainty,4,32,0.000000,0.000000,0.224863,0.033149,0.281250,0.158274,0.202859,0.043157,0.787656,0.152590,0.031250,0.102351
light_object_shift,corm_no_uncertainty,5,32,0.156250,0.127818,0.141816,0.027937,0.125000,0.116422,0.100108,0.034694,0.787656,0.121019,0.000000,0.055792
light_object_shift,corm_no_uncertainty,6,32,0.125000,0.116422,0.144917,0.025122,0.343750,0.167198,0.170199,0.049535,0.787656,0.150296,0.218750,0.085788
light_object_shift,corm_no_uncertainty,7,32,0.312500,0.163169,0.125264,0.023717,0.093750,0.102609,0.063623,0.027033,0.787656,0.121315,0.000000,0.055412
light_object_shift,corm_repair_memory_v5,0,32,0.031250,0.061250,0.165529,0.028182,0.437500,0.174633,0.195925,0.043276,0.427570,0.157687,0.031250,0.105114
light_object_shift,corm_repair_memory_v5,1,32,0.437500,0.174633,0.116676,0.024260,0.031250,0.061250,0.061003,0.028835,0.470803,0.132528,0.000000,0.090283
light_object_shift,corm_repair_memory_v5,2,32,0.093750,0.102609,0.128167,0.022346,0.375000,0.170424,0.165640,0.044470,0.408267,0.136603,0.000000,0.092148
light_object_shift,corm_repair_memory_v5,3,32,0.156250,0.127818,0.139343,0.031553,0.375000,0.170424,0.171608,0.049271,0.439451,0.148341,0.000000,0.088910
light_object_shift,corm_repair_memory_v5,4,32,0.000000,0.000000,0.166283,0.030024,0.406250,0.172892,0.182930,0.048003,0.433127,0.151762,0.000000,0.102503
light_object_shift,corm_repair_memory_v5,5,32,0.125000,0.116422,0.131690,0.018010,0.062500,0.085212,0.071719,0.024829,0.491205,0.120190,0.000000,0.081714
light_object_shift,corm_repair_memory_v5,6,32,0.125000,0.116422,0.139216,0.022198,0.312500,0.163169,0.155211,0.042327,0.405364,0.151852,0.031250,0.096998
light_object_shift,corm_repair_memory_v5,7,32,0.062500,0.085212,0.146784,0.017424,0.156250,0.127818,0.105113,0.033910,0.478278,0.125470,0.000000,0.094693
light_object_shift,global_average_repair,0,32,0.031250,0.061250,0.143109,0.023561,0.531250,0.175669,0.202300,0.046770,0.402597,0.175235,0.000000,0.105259
light_object_shift,global_average_repair,1,32,0.156250,0.127818,0.151345,0.022705,0.093750,0.102609,0.115017,0.037414,0.403178,0.173772,0.000000,0.123203
light_object_shift,global_average_repair,2,32,0.156250,0.127818,0.120877,0.024075,0.437500,0.174633,0.177716,0.046550,0.424373,0.158938,0.000000,0.091057
light_object_shift,global_average_repair,3,32,0.093750,0.102609,0.123792,0.022828,0.500000,0.176013,0.193237,0.047669,0.410163,0.167513,0.000000,0.091623
light_object_shift,global_average_repair,4,32,0.000000,0.000000,0.190795,0.032840,0.531250,0.175669,0.245601,0.045661,0.354858,0.219130,0.000000,0.149727
light_object_shift,global_average_repair,5,32,0.125000,0.116422,0.128827,0.017803,0.093750,0.102609,0.078244,0.029635,0.450135,0.137919,0.000000,0.093815
light_object_shift,global_average_repair,6,32,0.125000,0.116422,0.167723,0.031194,0.343750,0.167198,0.193438,0.046764,0.371288,0.199197,0.000000,0.137144
light_object_shift,global_average_repair,7,32,0.062500,0.085212,0.141372,0.015635,0.156250,0.127818,0.099291,0.035167,0.445097,0.140370,0.000000,0.104800
light_object_shift,knn_repair_memory_v4,0,32,0.000000,0.000000,0.160532,0.020395,0.406250,0.172892,0.181835,0.041630,0.386177,0.213314,0.000000,0.112051
light_object_shift,knn_repair_memory_v4,1,32,0.343750,0.167198,0.126900,0.026119,0.031250,0.061250,0.071884,0.031767,0.425032,0.182579,0.000000,0.093675
light_object_shift,knn_repair_memory_v4,2,32,0.156250,0.127818,0.117661,0.023309,0.437500,0.174633,0.174492,0.045991,0.427855,0.180191,0.000000,0.077068
light_object_shift,knn_repair_memory_v4,3,32,0.093750,0.102609,0.131760,0.023580,0.531250,0.175669,0.210745,0.051810,0.409134,0.192633,0.000000,0.091471
light_object_shift,knn_repair_memory_v4,4,32,0.000000,0.000000,0.169096,0.028655,0.531250,0.175669,0.223660,0.046268,0.387109,0.220855,0.000000,0.132865
light_object_shift,knn_repair_memory_v4,5,32,0.156250,0.127818,0.130027,0.019469,0.062500,0.085212,0.070053,0.024760,0.427852,0.174791,0.000000,0.093131
light_object_shift,knn_repair_memory_v4,6,32,0.062500,0.085212,0.162324,0.026073,0.343750,0.167198,0.187389,0.043615,0.371303,0.234696,0.000000,0.137785
light_object_shift,knn_repair_memory_v4,7,32,0.000000,0.000000,0.149242,0.014892,0.156250,0.127818,0.107595,0.033596,0.433809,0.167965,0.000000,0.104136
light_object_shift,last_repair_memory,0,32,0.000000,0.000000,0.166936,0.024806,0.531250,0.175669,0.226199,0.048104,0.053819,0.162812,0.000000,0.129888
light_object_shift,last_repair_memory,1,32,0.000000,0.000000,0.165931,0.023318,0.062500,0.085212,0.121535,0.032637,0.053819,0.162812,0.000000,0.147259
light_object_shift,last_repair_memory,2,32,0.031250,0.061250,0.134127,0.024813,0.468750,0.175669,0.200879,0.040113,0.053819,0.162812,0.000000,0.108451
light_object_shift,last_repair_memory,3,32,0.093750,0.102609,0.142061,0.024466,0.531250,0.175669,0.221288,0.053438,0.053819,0.162812,0.000000,0.106900
light_object_shift,last_repair_memory,4,32,0.000000,0.000000,0.201668,0.034000,0.500000,0.176013,0.247948,0.045819,0.053819,0.162812,0.000000,0.172130
light_object_shift,last_repair_memory,5,32,0.000000,0.000000,0.168895,0.019942,0.125000,0.116422,0.128693,0.036458,0.053819,0.162812,0.000000,0.135700
light_object_shift,last_repair_memory,6,32,0.093750,0.102609,0.178679,0.029691,0.375000,0.170424,0.213825,0.047587,0.053819,0.162812,0.000000,0.149899
light_object_shift,last_repair_memory,7,32,0.000000,0.000000,0.184384,0.023177,0.218750,0.145527,0.162596,0.037073,0.053819,0.162812,0.000000,0.149079
light_object_shift,nominal_mpc,0,32,0.000000,0.000000,0.164539,0.025440,0.531250,0.175669,0.224030,0.049505,0.000000,0.000000,0.000000,0.125881
light_object_shift,nominal_mpc,1,32,0.000000,0.000000,0.177463,0.026931,0.062500,0.085212,0.133396,0.035933,0.000000,0.000000,0.000000,0.156744
light_object_shift,nominal_mpc,2,32,0.031250,0.061250,0.132992,0.025323,0.468750,0.175669,0.200026,0.040301,0.000000,0.000000,0.000000,0.109580
light_object_shift,nominal_mpc,3,32,0.062500,0.085212,0.151097,0.028080,0.531250,0.175669,0.230300,0.055882,0.000000,0.000000,0.000000,0.111155
light_object_shift,nominal_mpc,4,32,0.000000,0.000000,0.209200,0.037306,0.500000,0.176013,0.255693,0.045890,0.000000,0.000000,0.000000,0.180075
light_object_shift,nominal_mpc,5,32,0.000000,0.000000,0.173366,0.019511,0.156250,0.127818,0.142504,0.039456,0.000000,0.000000,0.000000,0.141889
light_object_shift,nominal_mpc,6,32,0.093750,0.102609,0.185467,0.033883,0.375000,0.170424,0.220816,0.049361,0.000000,0.000000,0.000000,0.158712
light_object_shift,nominal_mpc,7,32,0.000000,0.000000,0.199642,0.020486,0.250000,0.152432,0.187548,0.038325,0.000000,0.000000,0.000000,0.156915
light_object_shift,online_ridge_residual,0,32,0.218750,0.145527,0.147246,0.027969,0.468750,0.175669,0.186362,0.055337,0.787656,0.164970,0.000000,0.113283
light_object_shift,online_ridge_residual,1,32,0.437500,0.174633,0.101437,0.023105,0.031250,0.061250,0.044938,0.023453,0.787656,0.129814,0.000000,0.062554
light_object_shift,online_ridge_residual,2,32,0.187500,0.137400,0.104129,0.024727,0.375000,0.170424,0.140635,0.047306,0.787656,0.137045,0.000000,0.076229
light_object_shift,online_ridge_residual,3,32,0.343750,0.167198,0.110916,0.032877,0.281250,0.158274,0.114706,0.052857,0.787656,0.131483,0.000000,0.053301
light_object_shift,online_ridge_residual,4,32,0.000000,0.000000,0.201500,0.036256,0.437500,0.174633,0.226675,0.052641,0.787656,0.154668,0.000000,0.123903
light_object_shift,online_ridge_residual,5,32,0.187500,0.137400,0.125375,0.019125,0.125000,0.116422,0.083518,0.031300,0.787656,0.118729,0.000000,0.054207
light_object_shift,online_ridge_residual,6,32,0.187500,0.137400,0.129477,0.021619,0.343750,0.167198,0.155277,0.043062,0.787656,0.147565,0.000000,0.075579
light_object_shift,online_ridge_residual,7,32,0.312500,0.163169,0.125264,0.023717,0.093750,0.102609,0.063623,0.027033,0.787656,0.121315,0.000000,0.055412
light_object_shift,oracle_hidden_deployment,0,32,0.406250,0.172892,0.102123,0.020240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129618
light_object_shift,oracle_hidden_deployment,1,32,0.656250,0.167198,0.065957,0.013091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113817
light_object_shift,oracle_hidden_deployment,2,32,0.500000,0.176013,0.075957,0.015394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104752
light_object_shift,oracle_hidden_deployment,3,32,0.468750,0.175669,0.081801,0.015718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.123797
light_object_shift,oracle_hidden_deployment,4,32,0.468750,0.175669,0.105696,0.021184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121720
light_object_shift,oracle_hidden_deployment,5,32,0.531250,0.175669,0.080809,0.018506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126844
light_object_shift,oracle_hidden_deployment,6,32,0.562500,0.174633,0.079201,0.019540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154288
light_object_shift,oracle_hidden_deployment,7,32,0.437500,0.174633,0.090782,0.022868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127461
light_object_shift,random_candidate,0,32,0.031250,0.061250,0.316716,0.052956,0.406250,0.172892,0.338902,0.063382,0.000000,0.000000,0.000000,0.172849
light_object_shift,random_candidate,1,32,0.000000,0.000000,0.342769,0.073216,0.437500,0.174633,0.411607,0.076568,0.000000,0.000000,0.000000,0.190500
light_object_shift,random_candidate,2,32,0.000000,0.000000,0.297877,0.049308,0.625000,0.170424,0.410999,0.059423,0.000000,0.000000,0.000000,0.108904
light_object_shift,random_candidate,3,32,0.000000,0.000000,0.308344,0.062211,0.500000,0.176013,0.377883,0.065202,0.000000,0.000000,0.000000,0.161213
light_object_shift,random_candidate,4,32,0.000000,0.000000,0.295171,0.046799,0.531250,0.175669,0.351085,0.049183,0.000000,0.000000,0.000000,0.206452
light_object_shift,random_candidate,5,32,0.031250,0.061250,0.342149,0.061242,0.500000,0.176013,0.414274,0.069241,0.000000,0.000000,0.000000,0.154941
light_object_shift,random_candidate,6,32,0.062500,0.085212,0.325045,0.063496,0.375000,0.170424,0.360197,0.057478,0.000000,0.000000,0.000000,0.196642
light_object_shift,random_candidate,7,32,0.000000,0.000000,0.268259,0.052524,0.593750,0.172892,0.358618,0.057129,0.000000,0.000000,0.000000,0.155070
light_object_shift,robust_worst_case_mpc,0,32,0.031250,0.061250,0.157117,0.022689,0.437500,0.174633,0.187276,0.043029,0.000000,0.000000,0.000000,0.121594
light_object_shift,robust_worst_case_mpc,1,32,0.125000,0.116422,0.158927,0.029887,0.062500,0.085212,0.112528,0.030264,0.000000,0.000000,0.000000,0.138184
light_object_shift,robust_worst_case_mpc,2,32,0.156250,0.127818,0.125067,0.020319,0.343750,0.167198,0.152542,0.047596,0.000000,0.000000,0.000000,0.083470
light_object_shift,robust_worst_case_mpc,3,32,0.156250,0.127818,0.142924,0.031155,0.281250,0.158274,0.145441,0.045636,0.000000,0.000000,0.000000,0.125918
light_object_shift,robust_worst_case_mpc,4,32,0.031250,0.061250,0.167321,0.029527,0.375000,0.170424,0.174332,0.038766,0.000000,0.000000,0.000000,0.142122
light_object_shift,robust_worst_case_mpc,5,32,0.125000,0.116422,0.152532,0.021263,0.031250,0.061250,0.082237,0.024372,0.000000,0.000000,0.000000,0.128447
light_object_shift,robust_worst_case_mpc,6,32,0.031250,0.061250,0.170819,0.026110,0.375000,0.170424,0.204062,0.040197,0.000000,0.000000,0.000000,0.133415
light_object_shift,robust_worst_case_mpc,7,32,0.093750,0.102609,0.157113,0.023600,0.093750,0.102609,0.095621,0.037863,0.000000,0.000000,0.000000,0.132643
low_friction_shift,corm_no_safety,0,32,0.062500,0.085212,0.162240,0.021125,0.437500,0.174633,0.196374,0.047129,0.422303,0.162766,0.000000,0.103232
low_friction_shift,corm_no_safety,1,32,0.250000,0.152432,0.113652,0.017533,0.187500,0.137400,0.085664,0.035840,0.492237,0.117631,0.000000,0.062332
low_friction_shift,corm_no_safety,2,32,0.312500,0.163169,0.096796,0.014552,0.187500,0.137400,0.082839,0.039195,0.492583,0.117880,0.000000,0.053349
low_friction_shift,corm_no_safety,3,32,0.343750,0.167198,0.115839,0.025068,0.281250,0.158274,0.131262,0.044763,0.447549,0.148729,0.000000,0.069712
low_friction_shift,corm_no_safety,4,32,0.093750,0.102609,0.142211,0.021511,0.375000,0.170424,0.159171,0.043463,0.421937,0.160415,0.000000,0.106639
low_friction_shift,corm_no_safety,5,32,0.218750,0.145527,0.101593,0.016478,0.281250,0.158274,0.112754,0.047074,0.466880,0.134443,0.000000,0.067598
low_friction_shift,corm_no_safety,6,32,0.031250,0.061250,0.163161,0.019775,0.593750,0.172892,0.249179,0.047330,0.414175,0.162795,0.000000,0.125241
low_friction_shift,corm_no_safety,7,32,0.250000,0.152432,0.116321,0.023528,0.187500,0.137400,0.098100,0.040299,0.465958,0.134194,0.000000,0.070643
low_friction_shift,corm_no_uncertainty,0,32,0.062500,0.085212,0.164093,0.019107,0.343750,0.167198,0.170108,0.046796,0.787656,0.157080,0.125000,0.091786
low_friction_shift,corm_no_uncertainty,1,32,0.312500,0.163169,0.110854,0.017380,0.156250,0.127818,0.073501,0.033227,0.787656,0.118634,0.000000,0.052016
low_friction_shift,corm_no_uncertainty,2,32,0.343750,0.167198,0.098035,0.016608,0.218750,0.145527,0.093462,0.043520,0.787656,0.120046,0.000000,0.045689
low_friction_shift,corm_no_uncertainty,3,32,0.406250,0.172892,0.114787,0.024816,0.250000,0.152432,0.120459,0.045680,0.787656,0.153118,0.000000,0.084726
low_friction_shift,corm_no_uncertainty,4,32,0.187500,0.137400,0.158344,0.034778,0.250000,0.152432,0.137342,0.044561,0.787656,0.158795,0.000000,0.094981
low_friction_shift,corm_no_uncertainty,5,32,0.125000,0.116422,0.112441,0.017169,0.218750,0.145527,0.104525,0.044751,0.787656,0.131410,0.000000,0.057177
low_friction_shift,corm_no_uncertainty,6,32,0.093750,0.102609,0.243761,0.053982,0.218750,0.145527,0.215438,0.045495,0.787656,0.139272,0.093750,0.077939
low_friction_shift,corm_no_uncertainty,7,32,0.343750,0.167198,0.116116,0.024045,0.187500,0.137400,0.097609,0.041871,0.787656,0.133416,0.000000,0.064418
low_friction_shift,corm_repair_memory_v5,0,32,0.062500,0.085212,0.162484,0.021171,0.437500,0.174633,0.196690,0.047271,0.422334,0.162738,0.031250,0.104478
low_friction_shift,corm_repair_memory_v5,1,32,0.250000,0.152432,0.113652,0.017533,0.187500,0.137400,0.085664,0.035840,0.492237,0.117631,0.000000,0.062332
low_friction_shift,corm_repair_memory_v5,2,32,0.312500,0.163169,0.096796,0.014552,0.187500,0.137400,0.082839,0.039195,0.492583,0.117880,0.000000,0.053349
low_friction_shift,corm_repair_memory_v5,3,32,0.343750,0.167198,0.115839,0.025068,0.281250,0.158274,0.131262,0.044763,0.447549,0.148729,0.000000,0.069712
low_friction_shift,corm_repair_memory_v5,4,32,0.125000,0.116422,0.137716,0.020793,0.281250,0.158274,0.126229,0.039669,0.425725,0.158302,0.000000,0.102609
low_friction_shift,corm_repair_memory_v5,5,32,0.156250,0.127818,0.108541,0.018151,0.281250,0.158274,0.119432,0.047176,0.460757,0.137879,0.000000,0.065782
low_friction_shift,corm_repair_memory_v5,6,32,0.031250,0.061250,0.214520,0.040024,0.375000,0.170424,0.234135,0.044383,0.427295,0.155461,0.125000,0.110256
low_friction_shift,corm_repair_memory_v5,7,32,0.250000,0.152432,0.116321,0.023528,0.187500,0.137400,0.098100,0.040299,0.465958,0.134194,0.000000,0.070643
low_friction_shift,global_average_repair,0,32,0.125000,0.116422,0.144546,0.021412,0.437500,0.174633,0.178239,0.052224,0.413365,0.167669,0.000000,0.103210
low_friction_shift,global_average_repair,1,32,0.281250,0.158274,0.103825,0.016463,0.187500,0.137400,0.075503,0.036442,0.466931,0.127909,0.000000,0.061869
low_friction_shift,global_average_repair,2,32,0.375000,0.170424,0.091389,0.015274,0.125000,0.116422,0.058792,0.033702,0.463797,0.131036,0.000000,0.057017
low_friction_shift,global_average_repair,3,32,0.281250,0.158274,0.123586,0.026125,0.281250,0.158274,0.139351,0.043487,0.413731,0.170556,0.000000,0.090291
low_friction_shift,global_average_repair,4,32,0.125000,0.116422,0.143951,0.020713,0.375000,0.170424,0.160502,0.047042,0.399519,0.173594,0.000000,0.115121
low_friction_shift,global_average_repair,5,32,0.156250,0.127818,0.110136,0.016154,0.312500,0.163169,0.131107,0.047851,0.457275,0.134324,0.000000,0.067302
low_friction_shift,global_average_repair,6,32,0.000000,0.000000,0.176047,0.018500,0.593750,0.172892,0.262399,0.041808,0.361311,0.207231,0.000000,0.137841
low_friction_shift,global_average_repair,7,32,0.281250,0.158274,0.108963,0.023184,0.218750,0.145527,0.099924,0.040233,0.456263,0.139124,0.000000,0.066309
low_friction_shift,knn_repair_memory_v4,0,32,0.093750,0.102609,0.146092,0.019840,0.406250,0.172892,0.170021,0.051119,0.403755,0.196106,0.000000,0.096380
low_friction_shift,knn_repair_memory_v4,1,32,0.218750,0.145527,0.110001,0.016772,0.187500,0.137400,0.081477,0.034830,0.452484,0.152103,0.000000,0.059883
low_friction_shift,knn_repair_memory_v4,2,32,0.406250,0.172892,0.092042,0.015412,0.156250,0.127818,0.068921,0.038110,0.437705,0.161294,0.000000,0.054810
low_friction_shift,knn_repair_memory_v4,3,32,0.375000,0.170424,0.107906,0.024727,0.187500,0.137400,0.095341,0.038011,0.414800,0.190041,0.000000,0.069314
low_friction_shift,knn_repair_memory_v4,4,32,0.156250,0.127818,0.140462,0.025065,0.406250,0.172892,0.166656,0.046398,0.389058,0.210889,0.000000,0.112183
low_friction_shift,knn_repair_memory_v4,5,32,0.156250,0.127818,0.109039,0.013560,0.250000,0.152432,0.111212,0.044772,0.439452,0.168641,0.000000,0.062043
low_friction_shift,knn_repair_memory_v4,6,32,0.062500,0.085212,0.162118,0.021845,0.593750,0.172892,0.248318,0.046527,0.376335,0.225865,0.000000,0.123857
low_friction_shift,knn_repair_memory_v4,7,32,0.281250,0.158274,0.105993,0.022424,0.250000,0.152432,0.106366,0.042293,0.434202,0.167180,0.000000,0.060890
low_friction_shift,last_repair_memory,0,32,0.031250,0.061250,0.165002,0.018027,0.468750,0.175669,0.208643,0.047077,0.053819,0.162812,0.000000,0.115432
low_friction_shift,last_repair_memory,1,32,0.062500,0.085212,0.136047,0.013368,0.187500,0.137400,0.108351,0.038417,0.053819,0.162812,0.000000,0.092079
low_friction_shift,last_repair_memory,2,32,0.218750,0.145527,0.098496,0.013671,0.125000,0.116422,0.066113,0.033521,0.053819,0.162812,0.000000,0.063253
low_friction_shift,last_repair_memory,3,32,0.281250,0.158274,0.122334,0.026499,0.281250,0.158274,0.138245,0.043573,0.053819,0.162812,0.000000,0.091531
low_friction_shift,last_repair_memory,4,32,0.125000,0.116422,0.140232,0.021147,0.406250,0.172892,0.166341,0.044872,0.053819,0.162812,0.000000,0.115523
low_friction_shift,last_repair_memory,5,32,0.156250,0.127818,0.123054,0.016681,0.343750,0.167198,0.154095,0.045838,0.053819,0.162812,0.000000,0.083929
low_friction_shift,last_repair_memory,6,32,0.000000,0.000000,0.181409,0.018438,0.593750,0.172892,0.268045,0.039355,0.053819,0.162812,0.000000,0.147160
low_friction_shift,last_repair_memory,7,32,0.156250,0.127818,0.116849,0.020697,0.250000,0.152432,0.117394,0.039649,0.053819,0.162812,0.000000,0.077241
low_friction_shift,nominal_mpc,0,32,0.031250,0.061250,0.166449,0.017399,0.437500,0.174633,0.200566,0.047967,0.000000,0.000000,0.000000,0.117707
low_friction_shift,nominal_mpc,1,32,0.031250,0.061250,0.137140,0.013723,0.218750,0.145527,0.118979,0.039133,0.000000,0.000000,0.000000,0.093822
low_friction_shift,nominal_mpc,2,32,0.218750,0.145527,0.098130,0.013949,0.156250,0.127818,0.075236,0.035994,0.000000,0.000000,0.000000,0.065727
low_friction_shift,nominal_mpc,3,32,0.281250,0.158274,0.122640,0.025292,0.281250,0.158274,0.138345,0.043630,0.000000,0.000000,0.000000,0.093317
low_friction_shift,nominal_mpc,4,32,0.125000,0.116422,0.140232,0.021147,0.406250,0.172892,0.166341,0.044872,0.000000,0.000000,0.000000,0.115740
low_friction_shift,nominal_mpc,5,32,0.156250,0.127818,0.123054,0.016681,0.343750,0.167198,0.154095,0.045838,0.000000,0.000000,0.000000,0.084176
low_friction_shift,nominal_mpc,6,32,0.000000,0.000000,0.181668,0.018313,0.593750,0.172892,0.268446,0.039313,0.000000,0.000000,0.000000,0.145796
low_friction_shift,nominal_mpc,7,32,0.156250,0.127818,0.119343,0.020912,0.250000,0.152432,0.119955,0.039234,0.000000,0.000000,0.000000,0.078857
low_friction_shift,online_ridge_residual,0,32,0.093750,0.102609,0.160099,0.020778,0.343750,0.167198,0.165943,0.048657,0.787656,0.157904,0.000000,0.100169
low_friction_shift,online_ridge_residual,1,32,0.312500,0.163169,0.110854,0.017380,0.156250,0.127818,0.073501,0.033227,0.787656,0.118634,0.000000,0.052016
low_friction_shift,online_ridge_residual,2,32,0.343750,0.167198,0.095361,0.014215,0.218750,0.145527,0.090702,0.043383,0.787656,0.119973,0.000000,0.044707
low_friction_shift,online_ridge_residual,3,32,0.375000,0.170424,0.115533,0.024396,0.250000,0.152432,0.120984,0.045430,0.787656,0.150988,0.000000,0.079173
low_friction_shift,online_ridge_residual,4,32,0.156250,0.127818,0.145110,0.025958,0.343750,0.167198,0.152224,0.043026,0.787656,0.162604,0.000000,0.110623
low_friction_shift,online_ridge_residual,5,32,0.187500,0.137400,0.124694,0.030351,0.218750,0.145527,0.116611,0.044681,0.787656,0.137000,0.000000,0.066245
low_friction_shift,online_ridge_residual,6,32,0.093750,0.102609,0.174288,0.041256,0.562500,0.174633,0.250368,0.067078,0.787656,0.170429,0.000000,0.152977
low_friction_shift,online_ridge_residual,7,32,0.343750,0.167198,0.116116,0.024045,0.187500,0.137400,0.097609,0.041871,0.787656,0.133416,0.000000,0.064418
low_friction_shift,oracle_hidden_deployment,0,32,0.343750,0.167198,0.099097,0.017361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121952
low_friction_shift,oracle_hidden_deployment,1,32,0.406250,0.172892,0.085863,0.015281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089818
low_friction_shift,oracle_hidden_deployment,2,32,0.718750,0.158274,0.070561,0.013942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079539
low_friction_shift,oracle_hidden_deployment,3,32,0.656250,0.167198,0.069621,0.021551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107840
